shot_id,episode,scene,shot_number,duration,shot_type,camera_angle,camera_movement,lens,focus,key_light,lighting_style,color_temp,light_direction,shadows,framing,depth,headroom,lead_room,negative_space,character,emotion,action,eyeline,blocking,location,time_of_day,weather,props,costume,color_palette,dialogue,sfx,music,ambience,transition_in,transition_out,pacing,beat,phase,emotional_intensity,purpose_in_arc,visual_subtext,fg_element,mg_focus,bg_ambiance,space_emotion,director_ref,prompt_style,prompt_mood,prompt_lighting
"E001_S011","1","2","11","2.0","3Shot","Low-angle","Crane-up","Macro","Deep","Practical","Natural","Cool-7000K","Top","Dramatic","Rule-of-thirds","FG-focus","Normal","Center","No","群演","緊張","動作描述","Distance","Enter-R","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","","呼吸","","溫馨","Fade-out","Match-cut","Fast","Setup","起","2","鋪墊","視覺潛台詞描述","框架元素","中景焦點","室內","危險","弗蘭克·德拉邦特","經典好萊塢","Serene","Silhouette lighting"
"E001_S012","1","2","12","4.0","Insert","Worm-eye","Handheld","Wide 16mm","Shallow","Mixed","Low-key","Mixed","Rim","None","Symmetry","MG-focus","Loose","Off-frame","Yes","主角","悲傷","動作描述","Camera","Exit-L","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","對話內容","風聲","","安靜","Match-cut","J-cut","Slow","Setup","起","1","鋪墊","視覺潛台詞描述","引導線","中景焦點","虛化","壓抑","弗蘭克·德拉邦特","經典好萊塢","Chaotic","Chiaroscuro lighting"
"E001_S013","1","2","13","5.0","Reaction","Eye-level","Drone-arc","Normal 35mm","Rack-focus","Hard-key","Split","Golden-hour","3-point","Dappled","Frame-within-frame","BG-focus","Cropped","Looking-room","No","配角","喜悅","動作描述","Off-L","Exit-R","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","","水聲","","嘈雜","J-cut","L-cut","Medium","Setup","起","1","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","活動","開闘","弗蘭克·德拉邦特","經典好萊塢","Intimate","Natural lighting"
"E001_S014","1","2","14","3.5","ECU","Dutch","Whip-pan","Normal 50mm","Split-diopter","Soft-key","Silhouette","Warm-3200K","Front","Harsh","Golden-ratio","Deep-all","Breathing-room","Lead-left","No","群演","憤怒","動作描述","Off-R","Cross","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","","人群","","迴響","L-cut","Wipe","Fast","Setup","起","2","鋪墊","視覺潛台詞描述","無","中景焦點","城市景","疏離","弗蘭克·德拉邦特","經典好萊塢","Epic","High-key lighting"
"E001_S015","1","2","15","4.8","BCU","Canted","Pan-L","Tele 85mm","Deep","Natural","Natural","Neutral-5600K","Side-L","Soft","Leading-lines","Layered","Tight","Lead-right","No","主角","恐懼","動作描述","Down","Turn","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","對話內容","機械","","空曠","Wipe","Iris","Slow","Setup","起","2","鋪墊","視覺潛台詞描述","模糊前景","中景焦點","自然景","溫馨","弗蘭克·德拉邦特","經典好萊塢","Melancholic","Low-key lighting"
"E001_S016","1","2","16","3.1","CU","High-angle","Tilt-up","Tele 135mm","Shallow","Practical","Low-key","Cool-7000K","Side-R","Dramatic","Center","Split","Normal","Center","Yes","配角","希望","動作描述","Up","Sit","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","","腳步聲","","壓抑","Iris","Cut","Medium","Setup","起","1","鋪墊","視覺潛台詞描述","框架元素","中景焦點","室內","神秘","弗蘭克·德拉邦特","經典好萊塢","Tense","Rembrandt lighting"
"E001_S017","1","2","17","3.2","MCU","Bird-eye","Dolly-in","Macro","Rack-focus","Mixed","Split","Mixed","Back","None","Dynamic-diagonal","FG-focus","Loose","Off-frame","No","群演","絕望","動作描述","Distance","Stand","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","","環境音","","溫馨","Cut","Dissolve","Fast","Setup","起","1","鋪墊","視覺潛台詞描述","引導線","中景焦點","虛化","危險","弗蘭克·德拉邦特","經典好萊塢","Hopeful","Split lighting"
"E001_S018","1","2","18","3.4","MS","Oblique","Truck-L","Wide 16mm","Split-diopter","Hard-key","Silhouette","Golden-hour","Top","Dappled","Rule-of-thirds","MG-focus","Cropped","Looking-room","No","主角","平靜","動作描述","Camera","Static","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","對話內容","衣物","","安靜","Dissolve","Fade-in","Slow","Setup","起","1","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","活動","壓抑","弗蘭克·德拉邦特","經典好萊塢","Desperate","Butterfly lighting"
"E001_S019","1","2","19","2.8","MLS","Low-angle","Crane-up","Normal 35mm","Deep","Soft-key","Natural","Warm-3200K","Rim","Harsh","Symmetry","BG-focus","Breathing-room","Lead-left","No","配角","驚訝","動作描述","Off-L","Enter-L","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","","呼吸","","嘈雜","Fade-in","Fade-out","Medium","Setup","起","1","鋪墊","視覺潛台詞描述","無","中景焦點","城市景","開闘","弗蘭克·德拉邦特","經典好萊塢","Serene","Silhouette lighting"
"E001_S020","1","2","20","3.4","LS","Worm-eye","Handheld","Normal 50mm","Shallow","Natural","Low-key","Neutral-5600K","3-point","Soft","Frame-within-frame","Deep-all","Tight","Lead-right","Yes","群演","糾結","動作描述","Off-R","Enter-R","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","","風聲","背景配樂","迴響","Fade-out","Match-cut","Fast","Setup","起","1","鋪墊","視覺潛台詞描述","模糊前景","中景焦點","自然景","疏離","弗蘭克·德拉邦特","經典好萊塢","Chaotic","Chiaroscuro lighting"
"E001_S021","1","3","21","2.3","ELS","Eye-level","Drone-arc","Tele 85mm","Rack-focus","Practical","Split","Cool-7000K","Front","Dramatic","Golden-ratio","Layered","Normal","Center","No","主角","堅定","動作描述","Down","Exit-L","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","對話內容","水聲","","空曠","Match-cut","J-cut","Slow","Setup","起","2","鋪墊","視覺潛台詞描述","框架元素","中景焦點","室內","溫馨","弗蘭克·德拉邦特","經典好萊塢","Intimate","Natural lighting"
"E001_S022","1","3","22","4.4","XLS","Dutch","Whip-pan","Tele 135mm","Split-diopter","Mixed","Silhouette","Mixed","Side-L","None","Leading-lines","Split","Loose","Off-frame","No","配角","迷茫","動作描述","Up","Exit-R","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","","人群","","壓抑","J-cut","L-cut","Medium","Setup","起","2","鋪墊","視覺潛台詞描述","引導線","中景焦點","虛化","神秘","弗蘭克·德拉邦特","經典好萊塢","Epic","High-key lighting"
"E001_S023","1","3","23","3.4","OTS","Canted","Pan-L","Macro","Deep","Hard-key","Natural","Golden-hour","Side-R","Dappled","Center","FG-focus","Cropped","Looking-room","No","群演","緊張","動作描述","Distance","Cross","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","","機械","","溫馨","L-cut","Wipe","Fast","Setup","起","2","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","活動","危險","弗蘭克·德拉邦特","經典好萊塢","Melancholic","Low-key lighting"
"E001_S024","1","3","24","2.9","POV","High-angle","Tilt-up","Wide 16mm","Shallow","Soft-key","Low-key","Warm-3200K","Back","Harsh","Dynamic-diagonal","MG-focus","Breathing-room","Lead-left","Yes","主角","悲傷","動作描述","Camera","Turn","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","對話內容","腳步聲","","安靜","Wipe","Iris","Slow","Setup","起","2","鋪墊","視覺潛台詞描述","無","中景焦點","城市景","壓抑","弗蘭克·德拉邦特","經典好萊塢","Tense","Rembrandt lighting"
"E001_S025","1","3","25","5.0","2Shot","Bird-eye","Dolly-in","Normal 35mm","Rack-focus","Natural","Split","Neutral-5600K","Top","Soft","Rule-of-thirds","BG-focus","Tight","Lead-right","No","配角","喜悅","動作描述","Off-L","Sit","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","","環境音","","嘈雜","Iris","Cut","Medium","Setup","起","2","鋪墊","視覺潛台詞描述","模糊前景","中景焦點","自然景","開闘","弗蘭克·德拉邦特","經典好萊塢","Hopeful","Split lighting"
"E001_S026","1","3","26","4.4","3Shot","Oblique","Truck-L","Normal 50mm","Split-diopter","Practical","Silhouette","Cool-7000K","Rim","Dramatic","Symmetry","Deep-all","Normal","Center","No","群演","憤怒","動作描述","Off-R","Stand","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","","衣物","","迴響","Cut","Dissolve","Fast","Setup","起","1","鋪墊","視覺潛台詞描述","框架元素","中景焦點","室內","疏離","弗蘭克·德拉邦特","經典好萊塢","Desperate","Butterfly lighting"
"E001_S027","1","3","27","4.1","Insert","Low-angle","Crane-up","Tele 85mm","Deep","Mixed","Natural","Mixed","3-point","None","Frame-within-frame","Layered","Loose","Off-frame","No","主角","恐懼","動作描述","Down","Static","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","對話內容","呼吸","","空曠","Dissolve","Fade-in","Slow","Setup","起","2","鋪墊","視覺潛台詞描述","引導線","中景焦點","虛化","溫馨","弗蘭克·德拉邦特","經典好萊塢","Serene","Silhouette lighting"
"E001_S028","1","3","28","3.8","Reaction","Worm-eye","Handheld","Tele 135mm","Shallow","Hard-key","Low-key","Golden-hour","Front","Dappled","Golden-ratio","Split","Cropped","Looking-room","Yes","配角","希望","動作描述","Up","Enter-L","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","","風聲","","壓抑","Fade-in","Fade-out","Medium","Setup","起","1","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","活動","神秘","弗蘭克·德拉邦特","經典好萊塢","Chaotic","Chiaroscuro lighting"
"E001_S029","1","3","29","2.9","ECU","Eye-level","Drone-arc","Macro","Rack-focus","Soft-key","Split","Warm-3200K","Side-L","Harsh","Leading-lines","FG-focus","Breathing-room","Lead-left","No","群演","絕望","動作描述","Distance","Enter-R","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","","水聲","","溫馨","Fade-out","Match-cut","Fast","Setup","起","2","鋪墊","視覺潛台詞描述","無","中景焦點","城市景","危險","弗蘭克·德拉邦特","經典好萊塢","Intimate","Natural lighting"
"E001_S030","1","3","30","3.1","BCU","Dutch","Whip-pan","Wide 16mm","Split-diopter","Natural","Silhouette","Neutral-5600K","Side-R","Soft","Center","MG-focus","Tight","Lead-right","No","主角","平靜","動作描述","Camera","Exit-L","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","對話內容","人群","背景配樂","安靜","Match-cut","J-cut","Slow","Build","起","2","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","壓抑","弗蘭克·德拉邦特","經典好萊塢","Epic","High-key lighting"
"E001_S031","1","4","31","3.0","CU","Canted","Pan-L","Normal 35mm","Deep","Practical","Natural","Cool-7000K","Back","Dramatic","Dynamic-diagonal","BG-focus","Normal","Center","No","配角","驚訝","動作描述","Off-L","Exit-R","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","","機械","","嘈雜","J-cut","L-cut","Medium","Build","起","2","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","開闘","弗蘭克·德拉邦特","經典好萊塢","Melancholic","Low-key lighting"
"E001_S032","1","4","32","5.0","MCU","High-angle","Tilt-up","Normal 50mm","Shallow","Mixed","Low-key","Mixed","Top","None","Rule-of-thirds","Deep-all","Loose","Off-frame","Yes","群演","糾結","動作描述","Off-R","Cross","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","","腳步聲","","迴響","L-cut","Wipe","Fast","Build","起","3","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","疏離","弗蘭克·德拉邦特","經典好萊塢","Tense","Rembrandt lighting"
"E001_S033","1","4","33","2.4","MS","Bird-eye","Dolly-in","Tele 85mm","Rack-focus","Hard-key","Split","Golden-hour","Rim","Dappled","Symmetry","Layered","Cropped","Looking-room","No","主角","堅定","動作描述","Down","Turn","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","對話內容","環境音","","空曠","Wipe","Iris","Slow","Build","起","2","升溫","視覺潛台詞描述","遮擋物","中景焦點","活動","溫馨","弗蘭克·德拉邦特","經典好萊塢","Hopeful","Split lighting"
"E001_S034","1","4","34","4.7","MLS","Oblique","Truck-L","Tele 135mm","Split-diopter","Soft-key","Silhouette","Warm-3200K","3-point","Harsh","Frame-within-frame","Split","Breathing-room","Lead-left","No","配角","迷茫","動作描述","Up","Sit","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","","衣物","","壓抑","Iris","Cut","Medium","Build","起","3","升溫","視覺潛台詞描述","無","中景焦點","城市景","神秘","弗蘭克·德拉邦特","經典好萊塢","Desperate","Butterfly lighting"
"E001_S035","1","4","35","2.5","LS","Low-angle","Crane-up","Macro","Deep","Natural","Natural","Neutral-5600K","Front","Soft","Golden-ratio","FG-focus","Tight","Lead-right","No","群演","緊張","動作描述","Distance","Stand","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","","呼吸","","溫馨","Cut","Dissolve","Fast","Build","起","3","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","危險","弗蘭克·德拉邦特","經典好萊塢","Serene","Silhouette lighting"
"E001_S036","1","4","36","3.7","ELS","Worm-eye","Handheld","Wide 16mm","Shallow","Practical","Low-key","Cool-7000K","Side-L","Dramatic","Leading-lines","MG-focus","Normal","Center","Yes","主角","悲傷","動作描述","Camera","Static","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","對話內容","風聲","","安靜","Dissolve","Fade-in","Slow","Build","起","3","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","壓抑","弗蘭克·德拉邦特","經典好萊塢","Chaotic","Chiaroscuro lighting"
"E001_S037","1","4","37","4.8","XLS","Eye-level","Drone-arc","Normal 35mm","Rack-focus","Mixed","Split","Mixed","Side-R","None","Center","BG-focus","Loose","Off-frame","No","配角","喜悅","動作描述","Off-L","Enter-L","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","","水聲","","嘈雜","Fade-in","Fade-out","Medium","Build","起","3","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","開闘","弗蘭克·德拉邦特","經典好萊塢","Intimate","Natural lighting"
"E001_S038","1","4","38","3.8","OTS","Dutch","Whip-pan","Normal 50mm","Split-diopter","Hard-key","Silhouette","Golden-hour","Back","Dappled","Dynamic-diagonal","Deep-all","Cropped","Looking-room","No","群演","憤怒","動作描述","Off-R","Enter-R","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","","人群","","迴響","Fade-out","Match-cut","Fast","Build","起","2","升溫","視覺潛台詞描述","遮擋物","中景焦點","活動","疏離","弗蘭克·德拉邦特","經典好萊塢","Epic","High-key lighting"
"E001_S039","1","4","39","3.2","POV","Canted","Pan-L","Tele 85mm","Deep","Soft-key","Natural","Warm-3200K","Top","Harsh","Rule-of-thirds","Layered","Breathing-room","Lead-left","No","主角","恐懼","動作描述","Down","Exit-L","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","對話內容","機械","","空曠","Match-cut","J-cut","Slow","Build","起","3","升溫","視覺潛台詞描述","無","中景焦點","城市景","溫馨","弗蘭克·德拉邦特","經典好萊塢","Melancholic","Low-key lighting"
"E001_S040","1","4","40","4.0","2Shot","High-angle","Tilt-up","Tele 135mm","Shallow","Natural","Low-key","Neutral-5600K","Rim","Soft","Symmetry","Split","Tight","Lead-right","Yes","配角","希望","動作描述","Up","Exit-R","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","","腳步聲","背景配樂","壓抑","J-cut","L-cut","Medium","Build","起","2","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","神秘","弗蘭克·德拉邦特","經典好萊塢","Tense","Rembrandt lighting"
"E001_S041","1","5","41","4.5","3Shot","Bird-eye","Dolly-in","Macro","Rack-focus","Practical","Split","Cool-7000K","3-point","Dramatic","Frame-within-frame","FG-focus","Normal","Center","No","群演","絕望","動作描述","Distance","Cross","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","","環境音","","溫馨","L-cut","Wipe","Fast","Build","起","2","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","危險","弗蘭克·德拉邦特","經典好萊塢","Hopeful","Split lighting"
"E001_S042","1","5","42","3.8","Insert","Oblique","Truck-L","Wide 16mm","Split-diopter","Mixed","Silhouette","Mixed","Front","None","Golden-ratio","MG-focus","Loose","Off-frame","No","主角","平靜","動作描述","Camera","Turn","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","對話內容","衣物","","安靜","Wipe","Iris","Slow","Build","起","2","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","壓抑","弗蘭克·德拉邦特","經典好萊塢","Desperate","Butterfly lighting"
"E001_S043","1","5","43","3.0","Reaction","Low-angle","Crane-up","Normal 35mm","Deep","Hard-key","Natural","Golden-hour","Side-L","Dappled","Leading-lines","BG-focus","Cropped","Looking-room","No","配角","驚訝","動作描述","Off-L","Sit","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","","呼吸","","嘈雜","Iris","Cut","Medium","Build","起","2","升溫","視覺潛台詞描述","遮擋物","中景焦點","活動","開闘","弗蘭克·德拉邦特","經典好萊塢","Serene","Silhouette lighting"
"E001_S044","1","5","44","3.9","ECU","Worm-eye","Handheld","Normal 50mm","Shallow","Soft-key","Low-key","Warm-3200K","Side-R","Harsh","Center","Deep-all","Breathing-room","Lead-left","Yes","群演","糾結","動作描述","Off-R","Stand","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","","風聲","","迴響","Cut","Dissolve","Fast","Build","起","2","升溫","視覺潛台詞描述","無","中景焦點","城市景","疏離","弗蘭克·德拉邦特","經典好萊塢","Chaotic","Chiaroscuro lighting"
"E001_S045","1","5","45","3.6","BCU","Eye-level","Drone-arc","Tele 85mm","Rack-focus","Natural","Split","Neutral-5600K","Back","Soft","Dynamic-diagonal","Layered","Tight","Lead-right","No","主角","堅定","動作描述","Down","Static","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","對話內容","水聲","","空曠","Dissolve","Fade-in","Slow","Build","起","2","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","溫馨","弗蘭克·德拉邦特","經典好萊塢","Intimate","Natural lighting"
"E001_S046","1","5","46","2.9","CU","Dutch","Whip-pan","Tele 135mm","Split-diopter","Practical","Silhouette","Cool-7000K","Top","Dramatic","Rule-of-thirds","Split","Normal","Center","No","配角","迷茫","動作描述","Up","Enter-L","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","","人群","","壓抑","Fade-in","Fade-out","Medium","Build","起","3","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","神秘","弗蘭克·德拉邦特","經典好萊塢","Epic","High-key lighting"
"E001_S047","1","5","47","2.5","MCU","Canted","Pan-L","Macro","Deep","Mixed","Natural","Mixed","Rim","None","Symmetry","FG-focus","Loose","Off-frame","No","群演","緊張","動作描述","Distance","Enter-R","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","","機械","","溫馨","Fade-out","Match-cut","Fast","Build","起","3","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","危險","弗蘭克·德拉邦特","經典好萊塢","Melancholic","Low-key lighting"
"E001_S048","1","5","48","3.4","MS","High-angle","Tilt-up","Wide 16mm","Shallow","Hard-key","Low-key","Golden-hour","3-point","Dappled","Frame-within-frame","MG-focus","Cropped","Looking-room","Yes","主角","悲傷","動作描述","Camera","Exit-L","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","對話內容","腳步聲","","安靜","Match-cut","J-cut","Slow","Build","起","2","升溫","視覺潛台詞描述","遮擋物","中景焦點","活動","壓抑","弗蘭克·德拉邦特","經典好萊塢","Tense","Rembrandt lighting"
"E001_S049","1","5","49","3.4","MLS","Bird-eye","Dolly-in","Normal 35mm","Rack-focus","Soft-key","Split","Warm-3200K","Front","Harsh","Golden-ratio","BG-focus","Breathing-room","Lead-left","No","配角","喜悅","動作描述","Off-L","Exit-R","場景","日間","霧天","道具","服裝","監獄灰藍/希望金黃","","環境音","","嘈雜","J-cut","L-cut","Medium","Build","起","2","升溫","視覺潛台詞描述","無","中景焦點","城市景","開闘","弗蘭克·德拉邦特","經典好萊塢","Hopeful","Split lighting"
"E001_S050","1","5","50","3.9","LS","Oblique","Truck-L","Normal 50mm","Split-diopter","Natural","Silhouette","Neutral-5600K","Side-L","Soft","Leading-lines","Deep-all","Tight","Lead-right","No","群演","憤怒","動作描述","Off-R","Cross","場景","日間","晴天","道具","服裝","監獄灰藍/希望金黃","","衣物","背景配樂","迴響","L-cut","Wipe","Fast","Build","起","2","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","疏離","弗蘭克·德拉邦特","經典好萊塢","Desperate","Butterfly lighting"
"E001_S051","1","6","51","2.7","ELS","Low-angle","Crane-up","Tele 85mm","Deep","Practical","Natural","Cool-7000K","Side-R","Dramatic","Center","Layered","Normal","Center","No","主角","恐懼","動作描述","Down","Turn","場景","日間","陰天","道具","服裝","監獄灰藍/希望金黃","對話內容","呼吸","","空曠","Wipe","Iris","Slow","Build","起","3","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","溫馨","弗蘭克·德拉邦特","經典好萊塢","Serene","Silhouette lighting"
"E001_S052","1","6","52","4.4","XLS","Worm-eye","Handheld","Tele 135mm","Shallow","Mixed","Low-key","Mixed","Back","None","Dynamic-diagonal","Split","Loose","Off-frame","Yes","配角","希望","動作描述","Up","Sit","場景","日間","雨天","道具","服裝","監獄灰藍/希望金黃","","風聲","","壓抑","Iris","Cut","Medium","Build","起","2","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","神秘","弗蘭克·德拉邦特","經典好萊塢","Chaotic","Chiaroscuro lighting"
"E001_S053","1","6","53","3.4","OTS","Eye-level","Drone-arc","Macro","Rack-focus","Hard-key","Split","Golden-hour","Top","Dappled","Rule-of-thirds","FG-focus","Cropped","Looking-room","No","群演","絕望","動作描述","Distance","Stand","場景","日間","雪天","道具","服裝","監獄灰藍/希望金黃","","水聲","","溫馨","Cut","Dissolve","Fast","Build","起","2","升溫","視覺潛台詞描述","遮擋物","中景焦點","活動","危險","弗蘭克·德拉邦特","經典好萊塢","Intimate","Natural lighting"
