shot_id,episode,scene,shot_number,duration,shot_type,camera_angle,camera_movement,lens,focus,key_light,lighting_style,color_temp,light_direction,shadows,framing,depth,headroom,lead_room,negative_space,character,emotion,action,eyeline,blocking,location,time_of_day,weather,props,costume,color_palette,dialogue,sfx,music,ambience,transition_in,transition_out,pacing,beat,phase,emotional_intensity,purpose_in_arc,visual_subtext,fg_element,mg_focus,bg_ambiance,space_emotion,director_ref,prompt_style,prompt_mood,prompt_lighting
"E001_S013","1","2","13","3.8","Reaction","Eye-level","Drone-arc","Normal 35mm","Rack-focus","Hard-key","Split","Golden-hour","3-point","Dappled","Frame-within-frame","BG-focus","Cropped","Looking-room","No","配角","喜悅","動作描述","Off-L","Exit-R","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","嘈雜","J-cut","L-cut","Medium","Build","起","3","升溫","視覺潛台詞描述","遮擋物","中景焦點","活動","開闘","陳凱歌","中式留白","Intimate","Natural lighting"
"E001_S014","1","2","14","3.3","ECU","Dutch","Whip-pan","Normal 50mm","Split-diopter","Soft-key","Silhouette","Warm-3200K","Front","Harsh","Golden-ratio","Deep-all","Breathing-room","Lead-left","No","群演","憤怒","動作描述","Off-R","Cross","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","人群","","迴響","L-cut","Wipe","Fast","Build","起","2","升溫","視覺潛台詞描述","無","中景焦點","城市景","疏離","陳凱歌","中式留白","Epic","High-key lighting"
"E001_S015","1","2","15","2.7","BCU","Canted","Pan-L","Tele 85mm","Deep","Natural","Natural","Neutral-5600K","Side-L","Soft","Leading-lines","Layered","Tight","Lead-right","No","主角","恐懼","動作描述","Down","Turn","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","機械","","空曠","Wipe","Iris","Slow","Build","起","2","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","溫馨","陳凱歌","中式留白","Melancholic","Low-key lighting"
"E001_S016","1","2","16","3.9","CU","High-angle","Tilt-up","Tele 135mm","Shallow","Practical","Low-key","Cool-7000K","Side-R","Dramatic","Center","Split","Normal","Center","Yes","配角","希望","動作描述","Up","Sit","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","","壓抑","Iris","Cut","Medium","Build","起","2","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","神秘","陳凱歌","中式留白","Tense","Rembrandt lighting"
"E001_S017","1","2","17","2.1","MCU","Bird-eye","Dolly-in","Macro","Rack-focus","Mixed","Split","Mixed","Back","None","Dynamic-diagonal","FG-focus","Loose","Off-frame","No","群演","絕望","動作描述","Distance","Stand","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","溫馨","Cut","Dissolve","Fast","Build","起","3","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","危險","陳凱歌","中式留白","Hopeful","Split lighting"
"E001_S018","1","2","18","3.7","MS","Oblique","Truck-L","Wide 16mm","Split-diopter","Hard-key","Silhouette","Golden-hour","Top","Dappled","Rule-of-thirds","MG-focus","Cropped","Looking-room","No","主角","平靜","動作描述","Camera","Static","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","衣物","","安靜","Dissolve","Fade-in","Slow","Tension","起","3","爆發","視覺潛台詞描述","遮擋物","中景焦點","活動","壓抑","陳凱歌","中式留白","Desperate","Butterfly lighting"
"E001_S019","1","2","19","4.9","MLS","Low-angle","Crane-up","Normal 35mm","Deep","Soft-key","Natural","Warm-3200K","Rim","Harsh","Symmetry","BG-focus","Breathing-room","Lead-left","No","配角","驚訝","動作描述","Off-L","Enter-L","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","","嘈雜","Fade-in","Fade-out","Medium","Tension","起","3","爆發","視覺潛台詞描述","無","中景焦點","城市景","開闘","陳凱歌","中式留白","Serene","Silhouette lighting"
"E001_S020","1","2","20","4.8","LS","Worm-eye","Handheld","Normal 50mm","Shallow","Natural","Low-key","Neutral-5600K","3-point","Soft","Frame-within-frame","Deep-all","Tight","Lead-right","Yes","群演","糾結","動作描述","Off-R","Enter-R","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","背景配樂","迴響","Fade-out","Match-cut","Fast","Tension","起","3","爆發","視覺潛台詞描述","模糊前景","中景焦點","自然景","疏離","陳凱歌","中式留白","Chaotic","Chiaroscuro lighting"
"E001_S021","1","3","21","2.5","ELS","Eye-level","Drone-arc","Tele 85mm","Rack-focus","Practical","Split","Cool-7000K","Front","Dramatic","Golden-ratio","Layered","Normal","Center","No","主角","堅定","動作描述","Down","Exit-L","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","水聲","","空曠","Match-cut","J-cut","Slow","Tension","起","3","爆發","視覺潛台詞描述","框架元素","中景焦點","室內","溫馨","陳凱歌","中式留白","Intimate","Natural lighting"
"E001_S022","1","3","22","2.3","XLS","Dutch","Whip-pan","Tele 135mm","Split-diopter","Mixed","Silhouette","Mixed","Side-L","None","Leading-lines","Split","Loose","Off-frame","No","配角","迷茫","動作描述","Up","Exit-R","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","人群","","壓抑","J-cut","L-cut","Medium","Tension","起","3","爆發","視覺潛台詞描述","引導線","中景焦點","虛化","神秘","陳凱歌","中式留白","Epic","High-key lighting"
"E001_S023","1","3","23","2.6","OTS","Canted","Pan-L","Macro","Deep","Hard-key","Natural","Golden-hour","Side-R","Dappled","Center","FG-focus","Cropped","Looking-room","No","群演","緊張","動作描述","Distance","Cross","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","機械","","溫馨","L-cut","Wipe","Fast","Tension","起","3","爆發","視覺潛台詞描述","遮擋物","中景焦點","活動","危險","陳凱歌","中式留白","Melancholic","Low-key lighting"
"E001_S024","1","3","24","4.7","POV","High-angle","Tilt-up","Wide 16mm","Shallow","Soft-key","Low-key","Warm-3200K","Back","Harsh","Dynamic-diagonal","MG-focus","Breathing-room","Lead-left","Yes","主角","悲傷","動作描述","Camera","Turn","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","腳步聲","","安靜","Wipe","Iris","Slow","Tension","起","3","爆發","視覺潛台詞描述","無","中景焦點","城市景","壓抑","陳凱歌","中式留白","Tense","Rembrandt lighting"
"E001_S025","1","3","25","3.8","2Shot","Bird-eye","Dolly-in","Normal 35mm","Rack-focus","Natural","Split","Neutral-5600K","Top","Soft","Rule-of-thirds","BG-focus","Tight","Lead-right","No","配角","喜悅","動作描述","Off-L","Sit","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","嘈雜","Iris","Cut","Medium","Tension","起","3","爆發","視覺潛台詞描述","模糊前景","中景焦點","自然景","開闘","陳凱歌","中式留白","Hopeful","Split lighting"
"E001_S026","1","3","26","2.1","3Shot","Oblique","Truck-L","Normal 50mm","Split-diopter","Practical","Silhouette","Cool-7000K","Rim","Dramatic","Symmetry","Deep-all","Normal","Center","No","群演","憤怒","動作描述","Off-R","Stand","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","","迴響","Cut","Dissolve","Fast","Tension","起","3","爆發","視覺潛台詞描述","框架元素","中景焦點","室內","疏離","陳凱歌","中式留白","Desperate","Butterfly lighting"
"E001_S027","1","3","27","3.5","Insert","Low-angle","Crane-up","Tele 85mm","Deep","Mixed","Natural","Mixed","3-point","None","Frame-within-frame","Layered","Loose","Off-frame","No","主角","恐懼","動作描述","Down","Static","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","呼吸","","空曠","Dissolve","Fade-in","Slow","Climax","起","3","回落","視覺潛台詞描述","引導線","中景焦點","虛化","溫馨","陳凱歌","中式留白","Serene","Silhouette lighting"
"E001_S028","1","3","28","2.2","Reaction","Worm-eye","Handheld","Tele 135mm","Shallow","Hard-key","Low-key","Golden-hour","Front","Dappled","Golden-ratio","Split","Cropped","Looking-room","Yes","配角","希望","動作描述","Up","Enter-L","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","","壓抑","Fade-in","Fade-out","Medium","Climax","起","4","回落","視覺潛台詞描述","遮擋物","中景焦點","活動","神秘","陳凱歌","中式留白","Chaotic","Chiaroscuro lighting"
"E001_S029","1","3","29","3.7","ECU","Eye-level","Drone-arc","Macro","Rack-focus","Soft-key","Split","Warm-3200K","Side-L","Harsh","Leading-lines","FG-focus","Breathing-room","Lead-left","No","群演","絕望","動作描述","Distance","Enter-R","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","溫馨","Fade-out","Match-cut","Fast","Climax","起","6","回落","視覺潛台詞描述","無","中景焦點","城市景","危險","陳凱歌","中式留白","Intimate","Natural lighting"
"E001_S030","1","3","30","2.2","BCU","Dutch","Whip-pan","Wide 16mm","Split-diopter","Natural","Silhouette","Neutral-5600K","Side-R","Soft","Center","MG-focus","Tight","Lead-right","No","主角","平靜","動作描述","Camera","Exit-L","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","人群","背景配樂","安靜","Match-cut","J-cut","Slow","Climax","起","6","回落","視覺潛台詞描述","模糊前景","中景焦點","自然景","壓抑","陳凱歌","中式留白","Epic","High-key lighting"
"E001_S031","1","4","31","4.2","CU","Canted","Pan-L","Normal 35mm","Deep","Practical","Natural","Cool-7000K","Back","Dramatic","Dynamic-diagonal","BG-focus","Normal","Center","No","配角","驚訝","動作描述","Off-L","Exit-R","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","機械","高潮配樂","嘈雜","J-cut","L-cut","Fast","Climax","起","8","回落","視覺潛台詞描述","框架元素","中景焦點","室內","開闘","陳凱歌","中式留白","Melancholic","Low-key lighting"
"E001_S032","1","4","32","3.4","MCU","High-angle","Tilt-up","Normal 50mm","Shallow","Mixed","Low-key","Mixed","Top","None","Rule-of-thirds","Deep-all","Loose","Off-frame","Yes","群演","糾結","動作描述","Off-R","Cross","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","高潮配樂","迴響","L-cut","Wipe","Fast","Climax","起","9","回落","視覺潛台詞描述","引導線","中景焦點","虛化","疏離","陳凱歌","中式留白","Tense","Rembrandt lighting"
"E001_S033","1","4","33","3.6","MS","Bird-eye","Dolly-in","Tele 85mm","Rack-focus","Hard-key","Split","Golden-hour","Rim","Dappled","Symmetry","Layered","Cropped","Looking-room","No","主角","堅定","動作描述","Down","Turn","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","環境音","高潮配樂","空曠","Wipe","Iris","Fast","Climax","起","10","回落","視覺潛台詞描述","遮擋物","中景焦點","活動","溫馨","陳凱歌","中式留白","Hopeful","Split lighting"
"E001_S034","1","4","34","2.2","MLS","Oblique","Truck-L","Tele 135mm","Split-diopter","Soft-key","Silhouette","Warm-3200K","3-point","Harsh","Frame-within-frame","Split","Breathing-room","Lead-left","No","配角","迷茫","動作描述","Up","Sit","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","高潮配樂","壓抑","Iris","Cut","Fast","Climax","起","9","回落","視覺潛台詞描述","無","中景焦點","城市景","神秘","陳凱歌","中式留白","Desperate","Butterfly lighting"
"E001_S035","1","4","35","3.1","LS","Low-angle","Crane-up","Macro","Deep","Natural","Natural","Neutral-5600K","Front","Soft","Golden-ratio","FG-focus","Tight","Lead-right","No","群演","緊張","動作描述","Distance","Stand","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","高潮配樂","溫馨","Cut","Dissolve","Fast","Climax","起","8","回落","視覺潛台詞描述","模糊前景","中景焦點","自然景","危險","陳凱歌","中式留白","Serene","Silhouette lighting"
"E001_S036","1","4","36","3.2","ELS","Worm-eye","Handheld","Wide 16mm","Shallow","Practical","Low-key","Cool-7000K","Side-L","Dramatic","Leading-lines","MG-focus","Normal","Center","Yes","主角","悲傷","動作描述","Camera","Static","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","風聲","","安靜","Dissolve","Fade-in","Slow","Release","起","6","餘韻","視覺潛台詞描述","框架元素","中景焦點","室內","壓抑","陳凱歌","中式留白","Chaotic","Chiaroscuro lighting"
"E001_S037","1","4","37","3.1","XLS","Eye-level","Drone-arc","Normal 35mm","Rack-focus","Mixed","Split","Mixed","Side-R","None","Center","BG-focus","Loose","Off-frame","No","配角","喜悅","動作描述","Off-L","Enter-L","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","嘈雜","Fade-in","Fade-out","Medium","Release","起","6","餘韻","視覺潛台詞描述","引導線","中景焦點","虛化","開闘","陳凱歌","中式留白","Intimate","Natural lighting"
"E001_S038","1","4","38","3.7","OTS","Dutch","Whip-pan","Normal 50mm","Split-diopter","Hard-key","Silhouette","Golden-hour","Back","Dappled","Dynamic-diagonal","Deep-all","Cropped","Looking-room","No","群演","憤怒","動作描述","Off-R","Enter-R","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","人群","","迴響","Fade-out","Match-cut","Fast","Release","起","4","餘韻","視覺潛台詞描述","遮擋物","中景焦點","活動","疏離","陳凱歌","中式留白","Epic","High-key lighting"
"E001_S039","1","4","39","4.3","POV","Canted","Pan-L","Tele 85mm","Deep","Soft-key","Natural","Warm-3200K","Top","Harsh","Rule-of-thirds","Layered","Breathing-room","Lead-left","No","主角","恐懼","動作描述","Down","Exit-L","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","機械","","空曠","Match-cut","J-cut","Slow","Release","起","4","餘韻","視覺潛台詞描述","無","中景焦點","城市景","溫馨","陳凱歌","中式留白","Melancholic","Low-key lighting"
"E001_S040","1","4","40","3.8","2Shot","High-angle","Tilt-up","Tele 135mm","Shallow","Natural","Low-key","Neutral-5600K","Rim","Soft","Symmetry","Split","Tight","Lead-right","Yes","配角","希望","動作描述","Up","Exit-R","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","背景配樂","壓抑","J-cut","L-cut","Medium","Release","起","4","餘韻","視覺潛台詞描述","模糊前景","中景焦點","自然景","神秘","陳凱歌","中式留白","Tense","Rembrandt lighting"
"E001_S041","1","5","41","3.1","3Shot","Bird-eye","Dolly-in","Macro","Rack-focus","Practical","Split","Cool-7000K","3-point","Dramatic","Frame-within-frame","FG-focus","Normal","Center","No","群演","絕望","動作描述","Distance","Cross","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","溫馨","L-cut","Wipe","Fast","Release","起","4","餘韻","視覺潛台詞描述","框架元素","中景焦點","室內","危險","陳凱歌","中式留白","Hopeful","Split lighting"
"E001_S042","1","5","42","4.0","Insert","Oblique","Truck-L","Wide 16mm","Split-diopter","Mixed","Silhouette","Mixed","Front","None","Golden-ratio","MG-focus","Loose","Off-frame","No","主角","平靜","動作描述","Camera","Turn","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","衣物","","安靜","Wipe","Iris","Slow","Release","起","4","餘韻","視覺潛台詞描述","引導線","中景焦點","虛化","壓抑","陳凱歌","中式留白","Desperate","Butterfly lighting"
"E001_S043","1","5","43","2.4","Reaction","Low-angle","Crane-up","Normal 35mm","Deep","Hard-key","Natural","Golden-hour","Side-L","Dappled","Leading-lines","BG-focus","Cropped","Looking-room","No","配角","驚訝","動作描述","Off-L","Sit","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","","嘈雜","Iris","Cut","Medium","Release","起","4","餘韻","視覺潛台詞描述","遮擋物","中景焦點","活動","開闘","陳凱歌","中式留白","Serene","Silhouette lighting"
"E001_S044","1","5","44","3.5","ECU","Worm-eye","Handheld","Normal 50mm","Shallow","Soft-key","Low-key","Warm-3200K","Side-R","Harsh","Center","Deep-all","Breathing-room","Lead-left","Yes","群演","糾結","動作描述","Off-R","Stand","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","","迴響","Cut","Dissolve","Fast","Release","起","4","餘韻","視覺潛台詞描述","無","中景焦點","城市景","疏離","陳凱歌","中式留白","Chaotic","Chiaroscuro lighting"
"E001_S045","1","5","45","2.5","BCU","Eye-level","Drone-arc","Tele 85mm","Rack-focus","Natural","Split","Neutral-5600K","Back","Soft","Dynamic-diagonal","Layered","Tight","Lead-right","No","主角","堅定","動作描述","Down","Static","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","水聲","","空曠","Dissolve","Fade-in","Slow","Release","起","4","餘韻","視覺潛台詞描述","模糊前景","中景焦點","自然景","溫馨","陳凱歌","中式留白","Intimate","Natural lighting"
"E002_S001","2","1","1","2.1","MCU","Worm-eye","Truck-R","Normal 35mm","Split-diopter","Hard-key","Butterfly","Mixed","Side-L","None","Rule-of-thirds","Deep-all","Normal","Off-frame","No","配角","憤怒","動作描述","Off-L","Enter-L","場景","黃昏","陰天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","嘈雜","Fade-out","Match-cut","Medium","Setup","起","2","鋪墊","視覺潛台詞描述","框架元素","中景焦點","虛化","開闘","陳凱歌","中式留白","Desperate","Silhouette lighting"
"E002_S002","2","1","2","4.8","MS","Eye-level","Crane-down","Normal 50mm","Deep","Soft-key","Chiaroscuro","Golden-hour","Side-R","Dappled","Symmetry","Layered","Loose","Looking-room","No","群演","恐懼","動作描述","Off-R","Enter-R","場景","黃昏","雨天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","","迴響","Match-cut","J-cut","Fast","Setup","起","1","鋪墊","視覺潛台詞描述","引導線","中景焦點","活動","疏離","陳凱歌","中式留白","Serene","Chiaroscuro lighting"
"E002_S003","2","1","3","2.1","MLS","Dutch","Steadicam","Tele 85mm","Shallow","Natural","High-key","Warm-3200K","Back","Harsh","Frame-within-frame","Split","Cropped","Lead-left","No","主角","希望","動作描述","Down","Exit-L","場景","黃昏","雪天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","呼吸","","空曠","J-cut","L-cut","Slow","Setup","起","1","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","城市景","溫馨","陳凱歌","中式留白","Chaotic","Natural lighting"
"E002_S004","2","1","4","4.9","LS","Canted","Vertigo","Tele 135mm","Rack-focus","Practical","Rembrandt","Neutral-5600K","Top","Soft","Golden-ratio","FG-focus","Breathing-room","Lead-right","Yes","配角","絕望","動作描述","Up","Exit-R","場景","黃昏","霧天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","","壓抑","L-cut","Wipe","Medium","Setup","起","2","鋪墊","視覺潛台詞描述","無","中景焦點","自然景","神秘","陳凱歌","中式留白","Intimate","High-key lighting"
"E002_S005","2","1","5","4.9","ELS","High-angle","Static","Macro","Split-diopter","Mixed","Butterfly","Cool-7000K","Rim","Dramatic","Leading-lines","MG-focus","Tight","Center","No","群演","平靜","動作描述","Distance","Cross","場景","黃昏","晴天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","溫馨","Wipe","Iris","Fast","Setup","起","1","鋪墊","視覺潛台詞描述","模糊前景","中景焦點","室內","危險","陳凱歌","中式留白","Epic","Low-key lighting"
"E002_S006","2","1","6","2.8","XLS","Bird-eye","Pan-R","Wide 16mm","Deep","Hard-key","Chiaroscuro","Mixed","3-point","None","Center","BG-focus","Normal","Off-frame","No","主角","驚訝","動作描述","Camera","Turn","場景","黃昏","陰天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","人群","","安靜","Iris","Cut","Slow","Setup","起","1","鋪墊","視覺潛台詞描述","框架元素","中景焦點","虛化","壓抑","陳凱歌","中式留白","Melancholic","Rembrandt lighting"
"E002_S007","2","1","7","3.6","OTS","Oblique","Tilt-down","Normal 35mm","Shallow","Soft-key","High-key","Golden-hour","Front","Dappled","Dynamic-diagonal","Deep-all","Loose","Looking-room","No","配角","糾結","動作描述","Off-L","Sit","場景","黃昏","雨天","道具","服裝","灰藍冷色/戲服濃艷","","機械","","嘈雜","Cut","Dissolve","Medium","Setup","起","2","鋪墊","視覺潛台詞描述","引導線","中景焦點","活動","開闘","陳凱歌","中式留白","Tense","Split lighting"
"E002_S008","2","1","8","2.7","POV","Low-angle","Dolly-out","Normal 50mm","Rack-focus","Natural","Rembrandt","Warm-3200K","Side-L","Harsh","Rule-of-thirds","Layered","Cropped","Lead-left","Yes","群演","堅定","動作描述","Off-R","Stand","場景","黃昏","雪天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","","迴響","Dissolve","Fade-in","Fast","Setup","起","1","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","城市景","疏離","陳凱歌","中式留白","Hopeful","Butterfly lighting"
"E002_S009","2","1","9","2.9","2Shot","Worm-eye","Truck-R","Tele 85mm","Split-diopter","Practical","Butterfly","Neutral-5600K","Side-R","Soft","Symmetry","Split","Breathing-room","Lead-right","No","主角","迷茫","動作描述","Down","Static","場景","黃昏","霧天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","環境音","","空曠","Fade-in","Fade-out","Slow","Build","起","1","升溫","視覺潛台詞描述","無","中景焦點","自然景","溫馨","陳凱歌","中式留白","Desperate","Silhouette lighting"
